question_type,has_solution,exam_year,semester,moed,question_number,url,data_resource,points,question_translation_latex,multiple_choice_answer,answer_translation_latex,number_of_possible_answers,topics_covered,dataset,translated_separately,question_in_hebrew,answer_in_hebrew,orig_answer_in_eng,should_translate,question_id,comments
A,True,2017,a,a,4-c,T3/ds17AA-sol.pdf,TAU,na,na,na,na,na,na,na,,"נגדיר איברים המכילים שני שדות – type, value (סוג וערך). נניח כי מספר הערכים השונים האפשריים עבור השדה type הינו k. מעוניינים לבנות מבנה נתונים המכיל עד n איברים והתומך בפעולות הבאות: 
• Insert(x) – מכניסה את האיבר X למבנה הנתונים בזמן O(1). 
• AddToType(t,a) – מגדילה ב-a ערכו של שדה value של כל האיברים מסוג t בזמן O(1). 
• AddToElement(a,x) – מקבלת פוינטר לאיבר X ומגדילה ב-a ערך של שדה value שלו בזמן O(1) אמורטיזד. 
• Max(t) – החזרת האיבר המקסימלי מבין האיברים מסוג t בזמן O(1). 
• MaxAll() – החזרת האיבר המקסימלי במבנה (ללא הגבלה על סוג) בזמן O(1). 

ג. הוסיפו הפעולה del(X) (המקבל פוינטר לאיבר X ומוחקת אותו מהמבנה) בזמן O(logn) אמורטייזד. 
כעת על insert, addToType לרוץ בזמן O(1) אמורטייזד. ","נתחזק לכל type ערימת פיבונאצ'י עם שדה offset, וכן ערימת פיבונאצ'י שתכיל את המקסימום של כל type. בכל פעולה רלוונטית נדאג לתחזק מצביעים מאיברי המקסימום של ערימות ה-type-ים לאיברים המתאימים בערימה הגלובלית. כעת בפעולות insert/addToType/addToElement נפעל בערימת ה-type המתאימה, ובמידת הצורך נעדכן האיבר המתאים בערימה הגלובלית ע""י increase-key. ייתכן ונאלץ גם לעדכן את המצביע. בדומה עבור פעולת ה-delete: נמחק האיבר מהערימה המתאימה, ובמידת הצורך נמחק אותו (בעזרת המצביע ששמרנו) מהערימה הגלובלית ונכניס אליה את המקסימום החדש של ה-type. Max/maxAll יחזירו המקסימום של ערימה של type מסוים או של הערימה הגלובלית. זמן הריצה בערימות פיבונאצי של הפעולות שציינו מתאימות לדרישות.",,,,total points: 25.00
A,True,2017,a,a,4-d,T3/ds17AA-sol.pdf,TAU,na,na,na,na,na,na,na,,"נגדיר איברים המכילים שני שדות – type, value (סוג וערך). נניח כי מספר הערכים השונים האפשריים עבור השדה type הינו k. מעוניינים לבנות מבנה נתונים המכיל עד n איברים והתומך בפעולות הבאות: 
• Insert(x) – מכניסה את האיבר X למבנה הנתונים בזמן O(1). 
• AddToType(t,a) – מגדילה ב-a ערכו של שדה value של כל האיברים מסוג t בזמן O(1). 
• AddToElement(a,x) – מקבלת פוינטר לאיבר X ומגדילה ב-a ערך של שדה value שלו בזמן O(1) אמורטיזד. 
• Max(t) – החזרת האיבר המקסימלי מבין האיברים מסוג t בזמן O(1). 
• MaxAll() – החזרת האיבר המקסימלי במבנה (ללא הגבלה על סוג) בזמן O(1). 

ד. ללא פעולת ה-delete מסעיף ג,' הציעו מימוש לפעולה הבאה: 
merge(t1,t2) – מאחדת את כל האיברים מהסוגים t1 ≠ t2 כך שלאחר הפעולה האיברים יהיו כולם מסוג t1. סה""כ סכום זמני הריצה של כל פעולות ה-merge לא יעלה על O(nlogn).","בדומה לסעיף הקודמים. בנוסף, בעת פעולת merge נעדכן המקסימום להיות המקסימום מבין שני המקסימומים, נשרשר את הרשימה הקצרה לרשימה הארוכה, נעבור על הרשימה הקצרה ונוסיף לה offset שלה ונחסיר ממנה את ה-offset של הרשימה הארוכה. את הרשימה הסופית נשרשר ל-t1. מ-t2 קובעים פוינטר לרשימה ריקה. מחיקת המקס' לוקחת O(logn) אמורטייזד. כל מיזוג כזה לוקח זמן מסדר גודל של אורכה של הרשימה הקטנה, וגודל הרשימה המשותפת שנוצרת היא לפחות פעמיים האורך הנ״ל. אם נתבונן באיבר מסוים, כמות הפעמים שנערוך אותו לאורך סדרת מיזוגים לא תעלה על O(logn) פעמים. לכן, כמות הפעמים שנערוך את כל האיברים לא תעלה על O(nlogn).",,,,total points: 25.00
A,True,2018,B,B,1-a,T3/ds18bb_sol100(vaad).pdf,TAU,5,na,na,na,na,na,na,,"בשאלה זאת נעסוק במבנה נתונים לאכסון קבוצת איברים D. לכל איבר x בקבוצה יש מפתח שהוא מספר שלם במילת מחשב. נניח שהמפתחות של כל האיברים ב-D שונים זה מזה. הפעולות שניתן לבצע על מבנה הנתונים הן:
- Insert(D, x) - הכנס את האיבר x ל-D. (ניתן להניח ש-x אינו ב-D).
- FindByKey(D, k) - מחזיר את האיבר ב-D עם מפתח k, אם קיים כזה, אחרת null.
- FindByIndex(D, i) - מחזיר את האיבר ה-iי שהוכנס ל-D.

למשל אם הוכנסו n איברים ל-D, אז FindByIndex(D, n) יחזיר את האיבר האחרון שהוכנס, FindByIndex(D, 3) יחזיר את האיבר השלישי שהוכנס.

נסמן ב-n את מספר האיברים ב-D.

א. תאר/י מבנה נתונים דטרמיניסטי שבו FindByIndex(D, i) ו-Insert(D, x) לוקחות O(1) זמן, ו-FindByKey(D, k)- לוקחת O(n) זמן. גודל הזיכרון שבו משתמש מבנה הנתונים צריך להיות O(n). החסמים הנדרשים הם worst-case. (ניקוד חלקי ניתן לפתרונות שמציגים ניתוח חסמי amortized).","א.
נשתמש במערך עם אלגוריתמיקת resizing שנלמדה בהרצאה על amortization – במקום לחכות שיתמלאו ואז להעביר הכל בבת אחת למערך גדול יותר, לדאוג להעביר את המידע בחלקים: כל פעם שעושים אינסרט אחרי שהמערך הנוכחי התמלא ביותר מחצי, לפנות שני מקומות במערך החדשף ולהעביר אליו שני איברים.
Insert: כפי שאמרנו – מקצים בתהחלה מערך ריק בגודל קבוע (למשל 4), כל הכנסה לאחר שהתמלא בחציו לפנות שני מקומות במערך חדש ולהכניס אליהם שני איברים, כך שהמערך הנוכחי מתמלא, המערך החדש מלא בדיוק בחציו, ומוכן בכדי שנעבור לעבוד איתו. מספר קבוע של פעולות ולכן O(1) worst case (ההכנסות הן כמובן Insert-last). 
FindByKey: עוברים על כל איברי המערך עד שמוצאים, או עד שנגמר המערך. O(n) W.C..
FindByIndex: זה מערך. O(1) W.C..",,,,
A,True,2018,B,B,1-b,T3/ds18bb_sol100(vaad).pdf,TAU,5,na,na,na,na,na,na,,"ב. תאר/י מבנה נתונים דטרמיניסטי שבו Insert(D, x) ו-FindByKey(D, k)- לוקחות O(logn) זמן, ו-FindByIndex(D, i) לוקחת O(1) זמן. גודל הזיכרון שבו משתמש מבנה הנתונים צריך להיות O(n). החסמים הנדרשים הם worst-case. (ניקוד חלקי יינתן לפתרונות שמציגים חסמי amortized).","ב. 
נבנה מערך כמו מקודם, אל כעת גם נבנה עץ WAVL שיחזיק את האיברים (ממוין לפי הkeys). 
הכנסה: בO(1) למערך ובO(logn) לעץ. סה""כ lon(n) W.C..
חיפוש לפי מפתח: בעץ לוקח O(logn) W.C..
חיפוש לפי אינדקס: O(1) במערך.",,,,
A,True,2018,B,B,1-c,T3/ds18bb_sol100(vaad).pdf,TAU,5,na,na,na,na,na,na,,"נשנה עתה את הפעולה Insert(D, x) כך שתקבל פרמטר נוסף i באופן הבא:
- Insert(D, i, x) מכניסה את x למבנה הנתונים עם index i (נניח ש-i הוא לפחות 1, ושהוא קטן או שווה לכל מספר האיברים ב-D ועוד 1). כלומר האינדקס של איבר במבנה הנתונים לא נקבע על פי מספרה הסידורי של פעולת ה-Insert שהכנסיה אותו אלא ישירות על פי הפרמטר הנוסף. יש לשם לב שהכנסת איבר עם אינדקס i מגדילה ב-1 את האינדקסים של האיברים עם אינדקס גדול או שווה לi. 

ג. תאר מבנה נתונים דטרמיניסטי שבו Insert(D, i, x) לוקחת O(log(i + 1)) זמן amortized, FindByIndex(D,i) לוקחת O(log(i+1)) זמן worst-case ו-ammortized, ו-FiindByKey(D,k) לוקחת O(n) זמן worst-case ו-ammortized. גודל הזכרון שבו משתמש מבנה הנתונים צריך להיות O(n). ","ג.
נשתמש בFingerSearchTree שנלמד בכיתה – עץ WAVL עם פוינטר למינימום ושומר subtreesize (ממוין לפי האינדקסים). בכיתה ובשיעורי הביתה ראינו חסם O(log(i+1)) אמורטייזד לאינסרט (By Index), וחסם O(log(i+1)) במקרה הגרוע לחיפוש (By-Index). חיפוש לפי מפתח ייבצע ע""י קריאת In-Order של העץ. O(n) W.C..",,,,
A,True,2018,B,B,1-d,T3/ds18bb_sol100(vaad).pdf,TAU,5,na,na,na,na,na,na,,"ד. תאר מבנה נתונים דטרמיניסטי שבו שלושת הפעולות Insert(D,i,x), FindByIndex(D, i), FindByKey(D, k) לוקחת O(logn) זמן worst-case. גודל הזיכרון שבו משתמש מבנה הנתונים צריך להיות O(n). ","ד.
נבנה שני עצי WAVL, אחד ממוין לפי אינדקס והשני לפי מפתח. הכנסה לכל עץ היא O(logn) ולכן בשניהם היא גם כן. חיפוש יתבצע בעץ המתאים, O(logn) W.C.",,,,
A,True,2018,B,B,1-e,T3/ds18bb_sol100(vaad).pdf,TAU,5,na,na,na,na,na,na,,"ה. תאר מבנה נתונים שבו Insert(D,i,x) לוקחת O(log(i+1)) זמן amortized, FindByIndex(D,i) לוקחת O(log(i+1)) זמן worst-case ו-amortized, וFindByKey(D,k) לוקחת O(1) זמן בתוחלת. גודל הזכרון בו משתמש מבנה הנתונים צריך להיות O(n). ","ה.
נשמור שני מבני נתונים – עץ FingerSearch ממוין לפי אינדקס, טבלת hash למפתחות עם chaining שמכניס לראש הרשימה (זה O(1) W.C. שלא פוגע בסיבוכיות ההכנסה), שמתחילה בגודל קבוע, אך כאשר קבוע העמוס גדול מחצי, עושים rehashing לטבלה גדולה פי 2 (לכן הסיבוכיות של ההכנסה היא אמורטייזד: insert לעץ לוקח O(log(i+1)) אמורטייזד, ולטבלה O(1) אמורטייזד. ביחד O(log(i+1)) אמורטייזד). 
FindByIndex בעץ לוקח O(log(i+1)) W.C. לפי אלגוריתמיקת עץ FingerSearch.
FindByKey יקח O(1) בתוחלת כי טבלת הhash גדולה מספיק (עמוס קטן שווה מ0.5 גודד שבתוחלת יש פחות מהתנגשות אחת בכל תא בטבלה. ",,,,
A,True,2015,B,A,1-a,T3/ds15ba-sol(vaad).docx,TAU,8,na,na,na,na,na,na,,"נתון מערך עם n מספרים.
תאר/י אלגוריתם בסיבוכיות O(n) שבודק האם יש איבר שמופיע לפחות n/8 פעמים במערך. הוכח/י את תשובתך.","נבצע select על האיברים במקום n/9,  2n/9,  3n/9,  4n/9,  5n/9,  6n/9,  7n/9,  8n/9. כעת נעבור על המערך ונבדוק אם אחד מ – 8 המועמדים מופיע לפחות n/8 פעמים.",,,,
A,True,2015,B,A,1-b,T3/ds15ba-sol(vaad).docx,TAU,8,na,na,na,na,na,na,,"נתון מערך עם n מספרים.
ב.	תאר/י אלגוריתם דטרמניסטי בסיבוכיות O(nlogn) שמחזיר את מספר האיברים השונים במערך. הוכח/י את תשובתך.","נמיין את המערך ע""י merge sort. כעת נעבור על המערך הממויין ובכל פעם שניתקל באיבר ששונה מהאיבר שלפניו נגדיל מונה ב – 1.",,,,
A,True,2015,B,A,1-c,T3/ds15ba-sol(vaad).docx,TAU,8,na,na,na,na,na,na,,"נתון מערך עם n מספרים.

ג.	תאר/י אלגוריתם בסיבוכיות O(n) בתוחלת שמחזיר את מספר האיברים השונים במערך. הוכח/י את תשובתך.",נכניס את האיברים ל – hash table. בכל פעם שהאיבר שונה מהאיברים האחרים שהוכנסו (נכנס לתא ריק או נכנס לתא שכל האיברים ברשימה המקושרת שבו שונים ממנו) נגדיל מונה ב – 1.,,,,
A,True,2015,B,A,2-a,T3/ds15ba-sol(vaad).docx,TAU,8,na,na,na,na,na,na,,"נתון אוסף של קבוצות s_1,s_2,…,s_m.
תאר/י מבנה נתונים התומך בפעולות הבאות:
MakeItem(i)  A – צור את האיבר A שמחזיק את המספר i
Insert(j,A) – הכנס את האיבר A לקבוצה S_j (ניתן להניח שהקבוצה S_j קיימת).
Delete(j,A) – מחק את האיבר A מקבוצה S_j (ניתן להניח שהקבוצה S_j קיימת).
FindMin(j) – החזר את האיבר המינימלי בקבוצה S_j (ניתן להניח שהקבוצה S_j קיימת).
CreateSet(j,Arr) – בנה את הקבוצה j מתוך מערך לא ממויין של מספרים.
FindMin() – החזר את האיבר המינימלי מבין כל האיברים בקבוצות s_1,s_2,…,s_m.
על כל הפעולות מלבד CreateSet לרוץ בסיבוכיות O(logn) כאשר n הוא מספר האיברים הכולל בקבוצות s_1,s_2,…,s_m. על CreateSet לרוץ בסיבוכיות ליניארית בגודל מערך הקלט.","נחזיק ערימת מינימום לכל קבוצה ובנוסף ערימת מינימום שבה יוחזקו ערך המינימום של כל אחת מהקבוצות Delete(j,A) ,CreateSet(j,arr) , Insert(j,A)  יעדכנו את ערימת המינימום של קבוצה s_j ואם איבר המינימום שלו התעדכן גם את ערימת המינימום של כל הקבוצות. FindMin(j) יחזיר את איבר המינימום מהערימה המתאימה לקבוצה s_j. FindMin() יחזיר את איבר המינימום מהערימה של כל הקבוצות.",,,,
A,True,2015,B,A,2-b,T3/ds15ba-sol(vaad).docx,TAU,8,na,na,na,na,na,na,,"נתון אוסף של קבוצות s_1,s_2,…,s_m.
	תאר/י מבנה נתונים התומך בפעולות הבאות:
MakeItem(i)  A – צור את האיבר A שמחזיק את המספר i
Insert(j,A) – הכנס את האיבר A לקבוצה S_j (ניתן להניח שהקבוצה S_j קיימת).
Delete(j,A) – מחק את האיבר A מקבוצה S_j (ניתן להניח שהקבוצה S_j קיימת).
FindMin(j) – החזר את האיבר המינימלי בקבוצה S_j (ניתן להניח שהקבוצה S_j קיימת).
CreateSet(j,Arr) – בנה את הקבוצה j מתוך מערך לא ממויין של מספרים.
FindMin() – החזר את האיבר המינימלי מבין כל האיברים בקבוצות s_1,s_2,…,s_m.
FindMax(j) – החזר את האיבר המקסימלי בקבוצה S_j (ניתן להניח שהקבוצה S_j קיימת).
FindMax() – החזר את האיבר המקסימלי מבין כל האיברים בקבוצות s_1,s_2,…,s_m.
על כל הפעולות מלבד CreateSet לרוץ בסיבוכיות O(logn) כאשר n הוא מספר האיברים הכולל בקבוצות s_1,s_2,…,s_m. על CreateSet לרוץ בסיבוכיות ליניארית בגודל מערך הקלט.","כמו בסעיף הקודם, אבל הערימות יהיו ערימת מקסימום-מינימום. כלומר האיברים יוחזקו הן בערימת מינימום והן בערימת מקסימום עם פוינטרים ביניהם.",,,,
A,True,2015,B,A,2-c,T3/ds15ba-sol(vaad).docx,TAU,8,na,na,na,na,na,na,,"נתון אוסף של קבוצות s_1,s_2,…,s_m.

תאר/י מבנה נתונים התומך בפעולות הבאות:
MakeItem(i)  A – צור איבר A עם מפתח i
Insert(j,A) – הכנס את האיבר A לקבוצה S_j (ניתן להניח שהקבוצה S_j קיימת).
Delete(j,A) – מחק את האיבר A מקבוצה S_j (ניתן להניח שהקבוצה S_j קיימת).
Search(j,i) – מצא את האיבר עם מפתח i בקבוצה S_j (ניתן להניח שהקבוצה S_j קיימת).
FindMin() – החזר את האיבר המינימלי מבין כל האיברים בקבוצות s_1,s_2,…,s_m.
על כל הפעולות לרוץ בסיבוכיות O(logn) כאשר n הוא מספר האיברים הכולל בקבוצות s_1,s_2,…,s_m.",נחזיק עץ אדום שחור לכל קבוצה עם פוינטר לאיבר המינימום שלו ובנוסף ערימת מינימום שבה יוחזקו ערך המינימום של כל אחת מהקבוצות.,,,,
C,True,2014,B,C,2,T3/ds14bc-sol(vaad).pdf,TAU,5,na,F,na,6,"a,f,h",untested,,"נתון מבנה נתונים עם n מספרים וכן פרמטר k (k לא קבוע, אלא חלק מהקלט). רוצים למצוא את האיבר ה-k בגודלו ואת האיבר ה-(n-k) בגודלו.
מה יהיה זמן הריצה הטוב ביותר עבור ערימה בינארית, המיוצגת על-ידי מערך?
א. (1)O
O(log n) .ב
O(min(log n, k)) .ג
O(k + log n) .ד
O (k log n) .ה
O(n) .ו","הכוונה היתה לעץ חיפוש מאוזן. מי שבחר (n(O וכתב בנימוק שזה בעץ לא מאוזן, קיבל גם ניקוד מלא",,,,
C,True,2014,B,C,13,T3/ds14bc-sol(vaad).pdf,TAU,5,na,D,na,6,d,untested,,"נתון מערך עם מספרים וצריך למצוא את תת-מערך רצוף כלשהו המכיל לפחות איבר אחד, שסכום המספרים בו שווה ל0- בדיוק.
נתון שכל המספרים הם 1 או -1. מה זמן הריצה הטוב ביותר לפתרון הבעיה?
א. (1)O
O(log log n) .ב
O(log n) .ג
O(n) .ד
O(n log n) .ה
O(n^2) .ו ","עוברים על המערך עד שמוצאים שני איברים עוקבים שונים זה מזה. אם קיימים סכומם 0, אם לא אז לא קיים כזה רצף.",,,,
C,True,2014,B,C,14,T3/ds14bc-sol(vaad).pdf,TAU,5,"Given an array with numbers, the task is to find the longest contiguous subarray whose sum of elements is exactly equal to $0$. It is given that all the numbers are $1$ or $-1$. What is the best runtime for solving this problem?
\begin{enumerate}
\item $O(1)$
\item $O(\log \log n)$
\item $O(\log n)$
\item $O(n)$
\item $O(n \log n)$
\item $O(n^2)$
\end{enumerate}",D,"\documentclass{article}
\usepackage[utf8]{inputenc}

\begin{document}

We record an array of partial sums from the first position to the last. The list can be sorted in $O(n)$ since all the sums are between $-n$ to $n$. We look for a pair in the sorted list whose partial sum is identical, and for which the sum between the two elements is exactly 0. We search for the pair whose distance between its elements is the greatest.

\end{document}",6,d,tested,,"נתון מערך עם מספרים וצריך למצוא את תת-מערך רצוף הארוך ביותר, שסכום המספרים בו שווה ל-0 בדיוק.
נתון שכל המספרים הם 1 או -1. מה זמן הריצה הטוב ביותר לפתרון הבעיה?
א. (1)O
O(log log n) .ב
O(log n) .ג
O(n) .ד
O(n log n) .ה
O(n^2) .ו ","רושמים מערך של סכומים חלקיים מהמיקום הראשון עד האחרון. ניתן למיין את הרשימה ב O(n) מאחר וכל הסכומים בין n- ל n. מחפשים זוג ברשימה הממוינת שהסכום החלקי שלו זהה, ועבורו הסכום בין שני האיברים הוא בדיוק 0. מחפשים את הזוג שהמרחק בין איבריו גדול ביותר.",,,,
A,True,2018,B,A,1-a,T3/ds18ba_sol88(vaad).pdf,TAU,5,na,na,na,na,na,na,,"נתונים 2 מספרים בתחום [0,1]. הפעולות היחידות שניתן לבצע על המספרים הם השוואות והעתקות. כל פעולה כזאת לוקחת זמן קבוע. תאר/י אלגוריתם יעיל ככל האפשר למיון המספרים. מה סיבוכיות האלגוריתם?",מאחר ומותר לעשות רק השוואות והעתקות החסם התחתון הוא O(nlogn). ולכן ניתן להשתמש באלגוריתם שראינו בכיתה למיין בזמן זה של המערך עם n איברים לדוגמה heapsort.,,,,
A,True,2018,B,A,1-b,T3/ds18ba_sol88(vaad).pdf,TAU,5,na,na,na,na,na,na,,האם האלגוריתם שנתת בסעיף הקודם הוא אופטימלי? (תחת ההנחה שהפעולות היחידות השוואות והעתקות.) ,"מאחר והפעולות היחידות שניתן לעשות זה השוואות והעתקות, אנחנו נמצאים במגרש של מודל ההשוואות. יש n! סידורים אפשריים ולכן החסם התחתחון הוא גובה העץ שהוא log(n!) = O(nlogn).",,,,
A,True,2018,B,A,1-c,T3/ds18ba_sol88(vaad).pdf,TAU,5,na,na,na,na,na,na,,"נתונים n מספרים בתחום [0,1]. נתון שהמרחק בין כל שני מספרים בקלט הוא לפחות 1/3. תאר/י אלגוריתם יעיל ככל האפשר למיון המספרים. מה סיבוכיות האלגוריתם? ניתן כאן להשתמש בפעולות שאינן השוואות או העתקות, כמו למשל חיבור, חיסור, כפל, חילוק, ועיגול למספר שלם.","ראשית נכפיל את כל המספרים בn^3 ונקבל n מספרים בתחום [0, n^3] שמרחקם לפחות 1. כעת נוכל לעגל את כולם (למשל כלפי מטה) והמרחק מבטיח שנקבל n מספרים שלמים שינועו בתחום  [0, n^3]. נעשה זאת במערך נפרד ואת כל הפסולת שעשינו על המערך החדש נעשה באותו סדר על הישן, ובכל נוכל למיין את המספרים הנתונים באופן חח""ע. כעת נוכל, בדומה למה שראינו בתרגול, להסתכל עליהם בבסיס n כך שכל מספר עכשיו הוא בתחום  [0, n] בעל 3 ספרות - ולהשתמש בradixsort שזמן הריצה שלו O(3(n+n)) = O(n) (כל שאר הפעולות בפרק עלי גם הן (O(n. ",,,,
A,True,2018,B,A,1-d,T3/ds18ba_sol88(vaad).pdf,TAU,5,na,na,na,na,na,na,,האם האלגוריתם שנתת בסעיף הקודם הוא אופטימלי?,"כן, מאחר ונתונים n מספרים,, לא ניתן למיינם מבלי לפחות לעבור על כולם - שכאמור לוקח O(n).",,,,
A,True,2018,B,A,1-e,T3/ds18ba_sol88(vaad).pdf,TAU,5,na,na,na,na,na,na,,"הוכח או הפרך: בהינתן עץ WAVL ואיבר x שאינו בעץ, ניתן למצוא את מקום ההכנסה של x בזמן amortized של O(loglogn).","הפרכה: נעשה רדוקציה לבעיית המיון. נניח שניתן ונמיין מערך בפחות מ O(nlogn) שהראנו בכיתה שזה חסם תחתון. בהינתן מערך, נעבור על כל איבריו, ונמצא עבור כל אחד את מיקום ההכנסה בעץ ואז נכניס אותו. ידוע שסדרה של הכנסות כאשר ידוע מיקום ההכנסה ב WAVL הוא O(n) אמורטייזד לפעולה ולכן עבור n הכנסות נשלם O(nloglogn). לאחר שבנינו את העץ נעבור עליו ב in order walk ונפלוט את האיברים למערך באופן ממויין O(n). בסך הכל קיבלנו שסיבוכיות המיון היא O(n) + O(n) + O(nloglogn) = O(nloglogn), בסתירה לחסם התחתון שראינו בכיתה.",,,,
A,True,2018,B,A,2-b,T3/ds18ba_sol88(vaad).pdf,TAU,5,na,na,na,na,na,na,,"נרצה לתחזק מבני נתונים למכירה פומבית. יש m מוצרים m-1,..,0 ויש n אנשים. לכל איש יש שם משלו שנכנס למילת מחשב. מבנה הנתונים צריך לתמוך בפעולות הבאות: 
(init_auction(m - אתחל את מבנה הנתונים.(add_bid(person_name, product_id, price - מוסיף הצעה (bid) של אדם למוצר. (highest_bid_for_product(product_id - מחזיר את ההצעה הגבוהה ביותר שנתנה עד 
כה למוצר מסוים. ()highest_bid_overall - מחזיר את ההצעה הגבוהה ביותר עבור כל המוצרים. אם לא ניתנה עדיין הצעה למוצר, פעולת (highest_bid_for_product(product_id צריכה להגיד זאת. פעולת (retract_bid(bid – מבטל הצעה שניתנה (bid הוא עצם שנוצר ע""י פעולת add_bid.).  כל אדם יכול להגיש לכל היותר הצעה אחת לכל מוצר. תן/י מימוש דטרמיניסטי יעיל ככל האפשר לממשק שהוגדר. מהו זמן ה-worst-case הטוב ביותר הדרוש לכל פעולה? ",נשמור מערך בגודל m כאשר כל תא מצביא לעץ מאוזן (AVL). כמו כן נשמור עץ נוסף של ההצעות של כל המוצרים. בכל העצים נשמור מצביע למקסימום. Init - אתחול המערך. Add_bid\retract_bid - כאשר בכל הכנסה\מחיקה אנחנו מכניסים לעץ הגדול וגם לעץ המתאים למוצר. עדכון מצביע המקסימום גם הוא נבלע בlogn בכל עץ O(logn). וhighest_bid_for_product\highest_bid_overall - החזרת ערך המצביעים המתאימים  (1)O.,,,,
A,True,2018,B,A,2-c,T3/ds18ba_sol88(vaad).pdf,TAU,5,na,na,na,na,na,na,,"נרצה לתחזק מבני נתונים למכירה פומבית. יש m מוצרים m-1,..,0 ויש n אנשים. לכל איש יש שם משלו שנכנס למילת מחשב. מבנה הנתונים צריך לתמוך בפעולות הבאות: 
(init_auction(m - אתחל את מבנה הנתונים.(add_bid(person_name, product_id, price - מוסיף הצעה (bid) של אדם למוצר. (highest_bid_for_product(product_id - מחזיר את ההצעה הגבוהה ביותר שנתנה עד 
כה למוצר מסוים. ()highest_bid_overall - מחזיר את ההצעה הגבוהה ביותר עבור כל המוצרים. אם לא ניתנה עדיין הצעה למוצר, פעולת (highest_bid_for_product(product_id צריכה להגיד זאת. פעולת (retract_bid(bid – מבטל הצעה שניתנה (bid הוא עצם שנוצר ע""י פעולת add_bid.). פעולת ( increase_bid(bid, delta - מעלה הצעה בdelta כאשר delta > 0. כל אדם יכול להגיש לכל היותר הצעה אחת לכל מוצר. תן/י מימוש דטרמיניסטי יעיל ככל האפשר לממשק שהוגדר. מהו זמן הamortized הטוב ביותר הדרוש לכל פעולה? ","נשמור מערך בגודל m כאשר כל תא מצביע לערימת פיבונאצ'י מקסימום. Init - אתחול מערך בגודל m + נחזיק ערימת מקסימום כללית. Add_bid - גישה לתא המתאים במערך וinsert ב (1)O אמורטייזד ל2 הערימות.  Highest_bid_for_product\highest_bid_overall - החזרת הערכים ממצביעי המקסימום  (1)O אמורטייזד. increase_bid - ב (1)O אמורטייזד. retract_bid - בO(logn) אמורטייזד, כמו ביצוע delete_min. ",,,,
A,True,2018,B,A,2-d,T3/ds18ba_sol88(vaad).pdf,TAU,5,na,na,na,na,na,na,,"נרצה לתחזק מבני נתונים למכירה פומבית. יש m מוצרים m-1,..,0 ויש n אנשים. לכל איש יש שם משלו שנכנס למילת מחשב. מבנה הנתונים צריך לתמוך בפעולות הבאות: 
(init_auction(m - אתחל את מבנה הנתונים.(add_bid(person_name, product_id, price - מוסיף הצעה (bid) של אדם למוצר. (highest_bid_for_product(product_id - מחזיר את ההצעה הגבוהה ביותר שנתנה עד 
כה למוצר מסוים. ()highest_bid_overall - מחזיר את ההצעה הגבוהה ביותר עבור כל המוצרים. אם לא ניתנה עדיין הצעה למוצר, פעולת (highest_bid_for_product(product_id צריכה להגיד זאת. פעולת (retract_bid(bid – מבטל הצעה שניתנה (bid הוא עצם שנוצר ע""י פעולת add_bid.). פעולת ( increase_bid(bid, delta - מעלה הצעה בdelta כאשר delta > 0.פעולת (merge_products(product_idl, product_id2 – הפעולה מאחדת שני מוצרים. המזהה של המוצר המאוחד הוא product_id1. המוצר product_id2 מפסיק להתקיים. לכל אדם יכולה להיות יותר מהצעה אחת למוצר הממוזג. תן/י מימוש דטרמיניסטי יעיל ככל האפשר לממשק שהוגדר. מהו זמן הamortized הטוב ביותר הדרוש לכל פעולה? ","נשמור מערך בגודל m כאשר כל תא מצביע לערימת פיבונאצ'י מקסימום. Init - אתחול מערך בגודל m + נחזיק ערימת מקסימום כללית. Add_bid - גישה לתא המתאים במערך וinsert ב (1)O אמורטייזד ל2 הערימות.  Highest_bid_for_product\highest_bid_overall - החזרת הערכים ממצביעי המקסימום  (1)O אמורטייזד. increase_bid - ב (1)O אמורטייזד. retract_bid - בO(logn) אמורטייזד, כמו ביצוע delete_min. וmerge_products - נעשה בדומה לאיחוד של ערימות, נמזג את ערימה של מוצר 2 לערימה של מוצר 1, נעדכן את המקסימום במידת הצורך  (1)O.",,,,
